Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Cover_Type
2808,12,190,44,1702,225,213,1290,1
3376,12,836,126,1092,187,230,2014,6
2754,26,85,38,3226,252,213,1729,1
2923,28,175,56,4121,231,235,1473,1
2945,0,242,36,3673,218,237,4677,1
3252,14,150,25,1524,233,211,2789,0
2169,32,60,14,1333,155,166,1121,2
2843,20,90,8,1608,239,237,1973,1
2827,4,297,29,870,219,230,474,1
3178,5,162,5,5218,228,237,2611,1
3069,13,190,42,1668,193,250,134,1
2790,5,216,12,2337,225,242,1914,1
2672,2,30,0,67,223,236,1168,1
2951,14,295,45,3137,186,222,1552,0
2893,8,150,40,886,232,227,1956,1
3146,6,127,4,2176,228,239,693,0
3071,16,270,-3,2305,179,218,1148,0
2830,17,182,51,660,246,216,994,1
2816,6,426,46,1919,221,227,2837,1
2737,9,0,0,2079,210,223,376,0
2538,14,285,111,1194,182,242,582,5
3130,12,182,25,2151,224,247,626,1
3025,3,90,-1,3515,223,233,120,0
2893,27,366,111,1271,229,175,2100,1
2960,7,60,7,1994,209,227,1397,0
2919,1,323,128,1414,218,239,2491,1
2811,15,319,46,3520,234,242,5793,1
3016,5,0,0,2301,206,238,1061,0
3278,25,1124,261,1855,190,181,2202,0
3167,13,900,-35,1328,184,236,1316,0
2970,24,162,42,1978,252,202,2980,0
2804,25,201,67,3546,148,205,1296,1
3120,21,60,16,987,159,240,2512,0
2592,22,90,34,994,213,185,6411,0
3373,4,446,139,977,215,243,780,0
3204,5,228,13,5720,226,230,3161,1
3155,19,270,49,997,217,195,2012,0
2899,26,153,73,2866,214,247,1266,1
2325,11,175,50,446,204,219,564,2
2901,15,150,37,1173,189,217,642,1
3001,6,930,92,5838,216,246,5688,1
3024,5,433,49,4169,224,228,4897,0
3034,15,240,43,5581,236,210,4817,1
2942,11,234,46,4494,239,230,6403,1
3020,8,331,53,4900,234,230,1571,0
2988,13,30,6,2311,183,240,1146,1
2922,7,30,3,5654,227,226,4080,1
2723,6,466,7,1524,223,227,1818,1
3441,16,295,24,5105,176,227,4051,6
2838,26,90,31,1622,246,186,1123,1
2810,11,216,-8,1183,234,220,2557,1
3226,14,792,66,1332,238,215,2696,1
3259,10,270,-10,3459,237,231,1165,0
2974,14,319,111,1020,180,235,994,1
2800,27,42,18,2151,235,175,1786,1
3162,9,391,15,2616,194,238,306,0
3244,19,150,53,2039,234,197,2353,0
2988,16,732,169,1325,207,205,2612,1
3209,5,175,10,162,215,230,1290,0
3386,9,285,17,2916,235,236,1889,0
2891,21,234,92,4500,160,215,430,1
3188,14,242,46,2970,213,210,5085,0
2626,16,0,0,1087,245,222,825,1
2790,14,212,74,552,224,248,2125,1
2898,7,108,16,3936,215,226,3841,1
3072,11,67,13,1974,235,221,1777,0
2660,13,0,0,1019,219,212,1718,1
3283,15,277,50,1974,245,225,1471,6
2846,33,323,125,2682,113,205,272,0
2315,25,60,33,972,221,176,908,5
3270,12,85,8,4718,215,251,2890,0
2292,22,190,64,1131,164,205,808,5
3017,17,85,24,1015,238,239,1668,1
2800,4,150,4,2430,211,242,1682,1
2672,15,120,22,1041,237,239,1570,1
2960,11,902,162,2685,218,216,700,1
3138,18,384,68,1865,204,254,819,0
2900,3,362,30,4105,224,236,6401,1
2647,3,60,18,2221,217,232,2591,5
2613,9,451,-26,785,212,222,793,2
2590,22,258,161,1822,194,254,481,2
3134,10,335,39,5509,234,239,1307,0
3041,9,258,1,3319,221,221,902,1
3032,22,212,-50,630,243,196,895,0
2637,21,201,25,1073,247,204,1783,1
2651,16,192,35,2281,226,205,2285,5
2991,34,42,13,2466,153,158,1863,1
3029,8,190,28,2769,233,236,446,0
2907,4,0,0,1008,226,236,2925,0
3061,10,400,-107,900,226,219,816,0
3047,20,242,52,2512,161,232,1411,1
3033,14,0,0,1699,192,218,1560,1
2364,15,150,20,524,244,218,703,2
2311,16,247,49,85,244,217,182,2
3142,7,469,105,2074,201,241,927,1
3018,10,511,46,5494,212,219,6541,1
2430,23,42,12,752,157,206,1355,1
2806,5,524,41,1998,222,243,1924,4
2929,6,120,10,5220,217,245,3520,1
2391,20,277,13,1110,160,231,134,5
3258,12,175,19,1449,235,240,2760,0
2513,5,0,0,1414,209,244,1565,5
2967,16,268,47,1860,243,213,1871,1
2589,9,306,19,2912,236,230,2751,0
3576,27,1003,361,2526,214,171,1429,0
3192,8,295,50,1256,217,223,4950,0
2890,3,295,12,3760,219,233,3510,1
2922,22,228,117,957,247,226,525,1
3010,12,242,-17,127,240,226,1681,0
3250,12,153,38,1342,214,213,2402,0
2917,11,42,6,4311,239,230,4260,1
2616,20,323,72,1556,237,239,2241,2
2067,29,240,114,277,254,201,481,2
3008,6,95,3,5604,203,239,2073,0
2680,14,67,17,1528,184,247,908,1
2788,12,90,2,3461,224,214,2942,0
2639,15,301,41,2197,216,251,1832,1
2861,8,446,63,2184,208,226,1816,1
2377,24,95,51,390,149,212,765,2
2637,16,95,26,1805,245,227,4758,1
2915,22,30,11,3167,156,235,2041,0
3151,5,342,15,4442,224,229,1948,1
2571,19,67,19,1024,179,207,552,1
3392,32,256,163,3788,251,205,3156,6
2833,35,150,89,2188,254,185,532,4
3106,8,240,25,1189,200,231,2732,0
2321,25,350,27,955,178,254,481,3
3180,4,0,0,450,210,236,1142,0
2352,26,120,74,1273,214,174,1127,5
2760,7,255,36,2506,202,233,6788,1
2978,16,509,10,4042,202,206,4602,1
3154,14,30,0,1637,218,208,569,0
3321,7,480,87,3678,221,224,1558,0
2961,21,258,48,382,242,234,799,4
3231,12,108,10,3776,202,217,3624,0
2935,14,270,14,2012,211,209,268,1
2701,22,108,47,2043,166,205,2647,1
3234,10,0,0,4431,200,225,618,0
2932,13,360,36,5766,186,245,6416,1
3096,7,134,19,2147,222,225,1698,0
2952,1,182,7,4631,216,237,5931,1
2582,16,90,6,1487,244,230,2531,2
3035,15,268,4,618,244,218,1242,0
2718,13,379,15,1489,242,230,942,2
2987,8,295,54,1087,217,223,2223,1
3323,27,150,41,1914,253,193,2869,0
2771,11,60,8,2277,238,224,2977,1
3039,5,573,120,3073,214,245,824,1
3125,16,371,1,3744,174,237,1465,0
2956,14,247,42,2925,208,210,953,1
2570,17,162,31,1190,238,239,1794,2
3343,18,60,10,1273,219,198,1366,6
3294,13,313,61,1816,239,236,1640,1
2784,12,210,16,1899,211,215,2839,1
3259,9,162,24,4514,195,234,789,0
2605,18,330,130,2105,202,198,600,1
2849,33,306,-50,313,244,164,2075,4
2656,16,212,-24,1898,245,219,618,1
3362,33,60,23,1911,251,175,1008,6
2983,11,134,29,430,190,232,732,1
2821,24,134,69,3594,172,191,5876,0
3115,13,95,1,1053,239,236,1885,0
3208,5,571,66,2750,219,228,4992,0
3304,14,451,-26,924,235,212,3472,1
3140,14,417,-26,992,243,230,1224,1
2372,29,300,98,300,217,164,968,2
3342,8,577,65,1006,198,240,1140,0
3307,7,525,80,3860,215,246,2347,0
3105,4,30,0,2151,209,237,1031,0
2561,23,30,2,1962,175,253,457,2
2887,10,108,27,3126,237,227,2781,1
2510,13,108,42,816,212,251,865,2
2995,5,470,114,2420,228,231,1697,1
3189,17,192,25,4173,192,208,1110,0
2749,7,170,18,2591,217,247,6683,1
2823,10,120,4,1830,213,220,2547,1
3096,6,170,10,3349,216,228,999,0
3202,11,212,21,4260,239,232,999,0
3299,9,735,164,711,224,246,2343,1
3040,23,330,181,600,195,184,2952,1
2333,19,240,95,1020,165,219,912,5
3197,18,108,7,1833,242,234,1527,0
2926,45,390,195,2760,79,142,365,0
2535,3,210,22,721,214,233,5372,1
3090,9,127,17,3210,203,226,3089,0
2917,8,306,95,900,224,223,2030,1
3189,6,95,7,4177,230,233,774,0
2902,2,426,49,3871,221,238,3344,1
2915,15,509,89,671,210,208,799,1
3136,8,124,30,3170,235,233,5250,0
2937,3,376,50,3289,222,239,1804,1
2778,22,190,60,2434,239,191,400,1
3052,13,234,49,1689,201,252,1552,0
3235,22,210,53,1464,245,198,2397,0
2970,18,600,201,1789,217,197,2102,0
2958,6,182,-1,1234,224,228,2046,1
3367,19,218,-15,2100,247,208,3368,6
2582,18,95,34,1471,232,244,4689,1
3103,16,618,96,6047,181,247,1579,1
2446,15,488,176,999,193,212,1071,5
3041,17,120,29,2322,185,252,1682,1
3261,10,516,63,3132,235,225,3093,1
3135,8,108,40,4535,200,233,1366,0
2884,10,42,9,4376,237,235,1388,1
2572,23,95,21,408,252,211,1830,1
2790,16,90,24,2207,240,210,626,1
3059,18,902,153,3092,223,248,1786,1
2755,4,90,-1,1879,224,231,2764,1
2249,34,216,90,1148,112,197,750,2
3435,20,484,-17,1635,187,254,3754,0
3116,7,120,10,3231,232,230,5285,0
2912,11,600,263,875,239,231,450,1
3111,16,531,48,510,244,230,1262,1
2524,14,162,64,1020,243,227,1430,2
2595,8,485,125,570,216,247,564,2
2442,29,60,32,1032,134,197,708,1
2892,26,376,220,1310,253,199,977,4
3085,7,67,8,180,203,230,2047,0
2435,12,30,3,949,238,236,1310,2
2824,10,335,33,2858,233,221,2534,1
2925,10,30,6,5638,234,222,1368,1
2955,11,108,13,3820,228,216,5196,1
2837,19,242,118,1947,249,215,573,4
2468,8,384,70,503,207,226,1092,5
3335,9,497,26,1040,231,223,2690,0
2213,13,180,77,212,242,225,390,2
3223,16,309,60,2446,245,218,1415,0
2928,16,242,58,900,237,239,1972,1
2754,7,95,-3,1885,229,227,2596,1
3123,9,150,21,1917,231,224,2748,1
3253,13,421,40,6254,232,212,872,0
3351,29,108,34,4031,179,169,918,0
3256,7,170,14,5622,201,237,616,0
2375,15,170,64,993,204,208,782,5
2955,12,210,36,3759,225,214,5322,1
2896,16,283,102,2174,235,207,2201,0
2592,7,390,53,1320,225,225,1708,1
2853,10,854,123,67,196,230,1410,1
3309,21,541,117,726,165,208,379,0
2899,16,270,61,892,220,250,2201,4
3172,12,60,10,1742,188,245,2279,0
2954,27,309,138,1351,186,253,150,1
3160,10,255,27,391,227,245,4978,1
2475,21,120,44,1269,163,211,433,5
3072,21,513,143,6091,160,240,1561,0
3095,4,450,-25,2347,209,237,2573,1
3020,10,566,-100,1731,192,239,1937,1
2419,16,30,-12,730,244,215,1068,5
2778,47,240,137,1500,56,194,1354,1
3210,10,725,7,1516,191,235,1240,0
2814,4,210,4,2167,224,231,2308,1
2764,8,335,44,1410,230,226,2347,1
3080,8,0,0,3534,209,226,2155,0
2874,11,150,18,2664,192,228,2424,1
3005,11,67,-2,2816,229,218,726,0
3157,16,1170,288,2877,205,206,1777,1
2898,26,552,232,2279,231,238,1905,6
3090,20,551,50,3158,190,254,1860,1
3065,12,150,8,1452,217,213,1770,0
3252,9,391,28,6052,205,225,997,0
2628,18,30,12,592,228,246,1537,1
3119,17,150,-4,3946,174,221,1704,0
2178,34,108,58,785,139,160,450,2
2946,5,60,1,644,228,236,1889,1
3060,11,30,-3,4226,232,218,2713,0
3129,6,0,0,2206,205,242,842,0
2757,6,0,0,900,209,229,2186,1
2826,13,0,0,1080,216,251,1784,1
2939,11,366,53,3411,237,223,2701,1
2819,12,150,26,2215,192,225,1798,1
2828,9,433,27,2482,229,223,2780,1
2573,25,256,99,646,144,217,540,1
2716,19,420,82,2363,239,238,2287,2
3270,7,765,79,5977,214,226,2706,1
2854,6,313,55,2148,213,228,2739,1
2705,12,42,-4,1433,190,229,1454,1
3111,7,153,-7,2093,233,236,2071,1
3319,34,201,81,4053,252,173,3534,6
2884,19,390,55,1950,167,220,1426,1
2795,7,170,37,3840,232,230,5465,1
2574,25,150,8,1209,241,231,1390,2
2174,15,0,0,1421,185,219,577,5
3044,4,201,40,67,220,230,684,1
3084,22,134,42,2860,159,244,1601,0
3049,7,228,33,1200,233,232,2754,1
2942,2,201,25,3750,223,238,4716,1
3366,16,150,44,2821,174,236,2296,6
2686,8,0,0,1989,213,248,947,1
3381,12,150,17,4993,187,240,3814,6
2885,11,350,41,2419,233,241,2083,1
3438,13,569,-14,1416,239,236,3871,0
2955,16,42,5,4599,232,244,3250,0
2857,2,443,85,3530,222,234,6067,0
3367,10,467,126,3463,205,250,391,0
2454,19,277,100,876,249,213,1082,2
3232,3,170,11,4479,224,238,2043,0
2952,9,120,16,1725,233,238,541,1
3820,17,1041,371,4751,195,206,2837,6
3018,11,256,23,5558,215,250,1895,1
3081,9,190,25,4047,235,235,577,0
3113,5,95,5,5390,229,234,797,1
3253,3,540,158,5184,218,233,1896,0
3178,10,511,71,5813,205,222,994,0
2380,26,391,37,509,250,218,792,2
2817,16,124,26,1368,174,230,2605,1
2837,26,277,182,1714,168,252,1511,1
3286,13,300,18,1691,220,212,4876,0
2978,7,124,18,1361,230,228,1973,1
3153,7,30,-5,969,233,230,1381,0
2307,30,175,100,391,131,235,1434,2
2904,10,210,18,1849,200,249,1668,4
2613,13,85,-6,1254,232,212,330,1
2601,24,0,0,2430,153,208,6872,1
3243,9,90,9,3314,203,225,2101,0
3168,16,201,26,1260,229,205,4861,0
2519,22,108,21,859,195,187,934,1
2960,16,268,72,1908,240,210,1167,1
3099,16,306,-83,1774,237,208,1371,0
3376,20,646,27,3548,227,192,1703,6
2670,8,577,3,793,228,225,1519,1
3064,7,175,14,6560,231,227,3144,1
2860,12,469,28,666,214,214,1342,1
2667,25,309,52,666,165,189,1682,1
3085,20,150,53,1055,233,196,1418,1
2774,11,134,23,1974,234,221,3522,1
2542,9,285,16,702,215,220,964,1
3322,19,600,98,3141,185,204,3483,1
3211,5,42,-1,2463,228,238,1183,0
2482,4,170,46,467,223,241,598,2
2874,24,330,93,1320,187,254,1613,1
3211,11,0,0,3636,195,247,1710,0
3393,18,309,178,4447,195,203,3937,6
2200,21,30,6,912,249,223,1379,3
2609,14,417,91,2363,231,245,424,2
2376,31,335,129,698,122,203,391,2
3138,9,1310,195,2971,222,221,1518,1
3093,8,190,10,3362,222,222,5275,0
2923,18,594,101,1537,212,197,2821,1
3423,13,722,84,1489,196,217,1531,6
2938,25,313,114,4401,210,178,960,1
2664,5,60,0,2007,221,228,1834,5
3095,13,360,-25,2148,188,223,2430,1
2697,12,127,24,390,189,246,330,1
3026,7,446,-81,511,232,236,1500,0
2507,19,150,24,503,249,216,295,1
3282,17,480,8,849,246,215,3389,1
3260,14,577,92,3810,238,215,2260,0
3162,16,153,31,1682,185,251,2188,0
2959,13,42,4,4129,207,214,2133,1
2823,15,437,91,228,179,243,1905,1
2425,16,108,17,1052,191,212,1172,2
2420,22,404,142,488,232,188,1036,1
2985,11,228,56,3042,215,216,1984,1
2853,16,362,65,1172,238,210,1478,1
2839,17,313,48,2278,178,247,1756,1
3346,18,382,114,3369,205,254,497,0
2783,28,485,28,957,139,201,1224,1
2856,7,192,32,2296,200,240,2550,1
3336,8,90,4,1593,209,224,1855,0
3505,22,911,220,2514,247,198,1106,0
2367,27,408,126,350,134,219,1825,2
2919,17,42,9,3855,177,215,2605,1
2981,21,474,143,666,247,226,1932,1
2771,7,323,41,2713,229,228,1945,1
2945,4,30,1,2120,224,239,3123,0
2935,19,624,-31,832,222,194,484,0
3132,13,190,24,5615,189,248,3141,1
2802,8,134,14,1250,231,226,1283,1
2088,33,313,131,351,231,156,301,2
2838,10,228,38,1718,224,219,2635,1
2864,30,150,69,162,238,168,1304,0
2970,8,108,19,4668,204,229,1138,1
2926,11,342,30,5475,200,250,5300,1
3192,14,175,9,2216,195,252,750,0
2215,26,270,92,636,149,197,134,5
2936,26,390,185,1896,239,232,874,4
3160,32,331,47,752,244,167,1604,0
2447,19,335,25,930,163,233,134,5
2905,25,60,-10,604,253,204,618,0
2846,13,108,26,2490,194,217,2155,1
3110,12,450,69,808,225,247,1736,1
2997,14,864,197,2761,210,252,1456,1
2805,17,552,-7,3271,224,201,2616,0
3079,12,255,33,3237,240,229,824,0
3383,20,270,75,2372,161,224,2278,0
2858,17,182,9,3072,196,254,2541,1
2965,8,361,-12,6291,231,225,3059,1
3052,5,60,13,1740,214,230,3266,1
3135,11,351,89,300,238,227,1804,1
3124,10,30,5,2309,198,224,1950,0
2728,20,67,23,2164,204,194,335,1
3203,11,511,75,1358,218,215,1860,1
3035,8,30,1,3207,234,232,5440,1
3067,11,30,-6,993,220,216,1144,0
3242,19,454,126,2731,210,253,3254,1
2315,17,175,76,210,222,200,1613,2
2802,25,300,129,1114,247,191,470,5
2966,3,182,4,5715,210,237,2016,1
2898,8,67,1,2079,229,224,2343,1
2698,6,268,29,1087,220,226,2955,1
2826,5,684,38,780,228,237,1451,0
3032,4,495,122,2012,226,234,2497,1
3204,12,342,50,1205,211,251,2072,0
2948,33,268,151,2690,132,241,1739,0
2147,29,67,10,1149,128,216,630,5
3087,14,384,21,2184,182,241,2539,1
2310,28,285,94,752,132,226,1124,5
2555,33,297,136,825,240,161,864,1
2896,9,30,0,4314,213,222,3069,1
3097,19,67,14,4866,240,201,2910,0
2971,15,376,137,1015,182,247,693,1
3107,18,319,65,3102,168,235,1443,0
3219,16,300,36,2147,238,238,1677,0
2930,22,67,19,2842,175,252,1022,1
2884,11,234,70,1240,188,237,2656,1
2944,11,335,27,738,234,239,2305,1
3057,6,618,7,3788,210,230,4535,0
2706,26,323,130,2070,200,176,2219,1
3015,7,67,8,1075,207,230,2432,1
3227,17,30,-8,2428,222,249,3781,0
2195,26,268,132,638,142,213,875,5
3122,5,306,31,1503,228,237,3453,0
2813,18,60,0,2901,209,198,2006,1
3095,9,417,29,2399,197,243,2524,1
3316,10,60,5,1976,215,218,990,6
2972,7,234,33,2333,229,227,1920,0
3133,11,0,0,1732,226,216,247,0
3004,9,474,259,1867,226,221,781,4
3201,5,150,26,3273,228,233,4791,0
3251,14,376,24,1478,242,222,2589,0
2843,26,240,18,1183,166,187,1764,1
2757,7,134,11,2400,226,243,1593,1
3203,6,30,0,2347,231,235,1050,0
3006,19,234,74,1412,239,238,3349,0
3026,9,90,14,2336,196,236,1077,0
2928,9,212,44,3502,236,235,2098,1
2959,8,450,73,5643,215,248,4476,1
3428,12,541,35,3248,214,251,180,0
3218,18,474,0,3788,171,220,1458,0
3450,11,379,102,3993,203,219,3310,6
3021,14,201,-5,1320,212,209,872,0
2862,10,518,30,540,228,218,1254,1
2962,19,509,30,384,244,203,674,0
2535,1,30,1,108,217,237,1461,5
3113,3,42,0,5457,210,237,3127,1
2862,16,67,18,696,232,207,212,1
3287,3,0,0,4061,219,232,3740,6
3022,9,60,11,1115,211,249,1825,0
3135,10,685,118,1597,204,223,2340,0
3357,25,537,183,592,197,253,932,0
3068,11,642,91,2755,202,250,1104,0
2833,13,30,6,902,232,214,192,4
3130,22,242,31,1340,251,209,2236,0
2920,4,240,-16,3313,215,231,1329,1
3068,16,42,3,3650,173,234,1101,0
2805,17,0,0,2512,231,244,1073,1
2493,10,0,0,1433,204,221,1790,5
3003,12,255,33,830,216,213,1883,1
2843,10,283,45,2218,226,218,2906,0
2619,22,120,32,2005,168,201,1517,1
2401,6,0,0,459,204,242,633,5
3142,11,402,-28,1022,239,231,1218,1
3665,17,1136,310,5172,197,205,3650,6
3254,18,192,63,1608,176,213,2761,0
2951,16,295,70,713,243,232,2580,1
3223,20,376,57,693,178,203,1890,0
2688,24,127,34,192,247,193,618,4
2985,22,150,26,454,251,215,1622,0
2978,25,350,69,1062,143,217,2841,0
3138,27,242,99,3451,246,223,2251,0
2916,7,644,120,2888,208,227,3405,1
2949,15,42,10,1595,242,232,417,1
3097,8,120,12,4881,222,222,1388,0
2951,18,90,27,3178,177,212,2167,1
3351,3,60,-3,4620,211,241,4302,6
3195,4,212,0,2536,223,231,1031,0
2487,28,480,79,450,253,209,1173,2
2429,9,60,-4,451,236,229,1366,5
2895,3,404,59,2233,215,233,2389,1
3245,7,162,0,2746,224,225,1012,0
2698,29,42,10,108,239,171,1495,1
3381,9,256,-15,2151,235,228,3532,6
2983,11,150,-3,1537,227,216,1988,1
2788,6,365,22,2178,227,230,1632,1
3050,2,335,-7,2714,222,236,1006,1
3181,10,42,7,1883,200,225,1719,0
2864,15,108,18,2808,180,227,2278,1
2475,1,242,41,618,219,239,1315,5
3171,21,582,66,878,246,201,1890,1
2900,10,134,17,5053,230,221,4328,1
2949,17,247,10,4264,246,224,5711,1
2781,15,295,59,2457,216,206,2446,1
3457,13,960,64,3433,208,252,457,0
2921,4,85,-6,765,222,231,2171,1
2901,13,124,37,1959,182,234,1036,1
3229,23,417,85,1466,224,184,4892,0
2756,5,90,1,1104,228,233,882,0
2992,16,175,38,1249,232,244,589,0
2025,34,95,73,134,239,157,30,2
2821,12,268,66,3424,233,242,3150,1
2521,16,150,14,210,231,205,1064,1
3030,14,324,111,2914,186,247,1892,1
3574,7,324,81,1731,218,225,1507,6
2419,34,108,47,674,113,187,926,5
3028,10,182,29,2831,202,222,1705,1
2904,2,509,45,3865,217,234,3349,1
3145,7,90,12,4320,224,224,3599,0
2875,32,247,101,4133,244,168,875,1
2586,21,540,-13,841,236,194,1106,2
3286,28,85,4,2368,131,217,2871,0
2802,19,60,0,2030,173,214,2681,1
3107,18,255,78,2527,248,217,3241,0
3401,6,859,195,1383,221,245,1804,6
2587,10,335,17,2906,236,225,2780,0
2972,16,474,66,5632,184,250,4885,1
3054,11,330,17,6683,227,218,2773,1
3010,5,552,78,2766,228,238,1475,1
2926,11,42,13,5001,203,250,4244,1
3190,7,256,13,2445,227,243,960,0
2513,12,120,30,190,193,223,1678,5
3163,17,480,45,3009,241,208,840,0
2997,22,474,222,693,162,209,1315,0
2562,19,324,43,335,230,197,2455,1
3200,10,228,21,4054,232,241,765,0
2948,16,182,40,4234,176,229,2437,1
2803,14,120,52,1409,225,208,1218,4
3095,11,518,-31,2539,228,245,1530,1
2866,1,295,46,2167,218,236,2852,1
3146,17,700,235,5566,192,253,1233,1
3050,8,480,59,5823,200,245,4872,1
3122,4,800,68,2039,216,232,2535,0
3019,14,525,49,1387,242,220,2151,1
2722,18,30,9,3007,192,205,6312,0
2710,13,382,64,2429,237,215,2265,1
3062,13,0,0,2568,235,215,1355,0
2972,8,270,17,3261,233,231,6421,0
2215,19,30,8,404,162,236,1284,2
3216,7,85,8,5728,230,228,741,0
2958,10,170,19,2279,230,219,1952,0
2912,10,607,114,3169,231,220,592,1
3075,12,30,6,4355,186,232,997,0
3109,6,384,16,5242,207,233,1379,0
2310,9,30,0,1470,194,234,495,5
2488,12,85,21,1075,197,221,752,1
2623,7,228,14,997,218,226,5718,1
2522,21,67,16,1802,167,207,1816,1
3248,15,90,19,3220,184,248,1340,0
2836,9,295,36,2252,206,223,1959,1
3220,10,0,0,3461,198,226,1800,0
3018,12,175,16,2955,240,222,1930,1
3214,2,95,-15,4387,219,235,953,0
2936,14,417,54,3100,208,210,2081,1
3042,9,297,39,4416,233,225,994,1
2873,15,218,52,3629,208,206,5871,1
3265,24,108,62,4900,224,182,67,0
2815,13,390,60,1294,231,212,902,1
2703,8,270,3,618,223,223,1729,1
2671,11,323,19,926,232,218,1785,1
3166,14,192,22,3055,241,219,2970,1
2780,19,210,-14,1572,205,254,1024,1
3377,5,830,196,1310,228,238,849,0
3458,17,872,65,3390,213,252,391,0
2843,39,268,116,2647,106,162,335,0
2574,17,90,-10,871,247,223,841,1
2915,28,256,7,268,201,167,1518,0
3030,13,470,42,1195,242,222,1947,1
3242,15,576,58,626,175,236,932,0
2830,33,306,181,1812,122,236,1440,1
2998,4,721,72,5313,225,239,6093,1
2968,12,60,9,4832,221,213,4718,1
3333,14,420,42,1719,242,218,3100,1
2748,32,124,-15,134,231,159,1530,4
2892,18,514,81,1731,233,200,2773,1
2473,38,67,42,1782,138,243,323,2
3227,14,120,35,2166,226,208,2387,0
2766,8,408,8,1396,218,223,1106,1
2836,21,591,256,1461,160,220,1040,1
3084,3,466,52,1092,212,236,1206,1
3287,17,661,225,924,214,201,560,0
2926,19,85,13,3330,249,215,2407,1
3090,12,792,262,4487,231,243,1544,1
2265,37,85,40,883,132,151,1154,5
2425,26,108,62,977,143,208,1261,2
3155,17,722,-51,661,241,235,1928,1
3031,15,886,187,5527,218,205,5428,1
2819,5,162,19,2737,206,234,4306,1
3071,18,497,28,1153,199,201,2008,0
2913,28,60,27,6152,138,238,4760,1
2671,15,0,0,1216,205,208,2107,1
3047,1,67,0,2830,215,237,644,1
2975,8,210,30,4628,200,233,5788,1
3174,9,531,67,5834,207,225,1024,0
2818,11,0,0,4308,200,221,5019,1
2633,25,67,20,2010,213,249,1126,1
2656,20,255,64,1505,193,194,2780,1
3349,15,85,3,2808,209,253,579,6
2870,7,60,18,1682,200,236,1290,1
3094,6,0,0,987,223,227,2010,1
3145,16,360,54,3671,242,233,976,1
3022,12,150,15,1989,237,218,1332,1
3029,25,108,27,5074,231,181,2718,0
2904,21,576,202,2844,166,208,1786,1
3196,32,306,119,3946,254,193,2336,0
3252,2,408,18,418,222,237,671,0
3021,10,108,1,2821,236,236,1518,1
3510,12,446,76,2804,236,218,1878,0
2866,24,384,61,2658,192,183,1667,1
2662,20,201,55,2067,195,254,2586,2
2907,14,162,8,4213,229,211,2944,1
3292,18,638,121,700,174,217,564,1
2940,28,824,561,900,135,236,2142,1
2977,14,674,247,3276,214,209,1374,1
3243,17,162,54,2736,181,215,2613,0
2696,27,120,72,2401,166,183,6900,0
2468,7,228,17,891,218,225,1048,5
2902,31,30,8,1082,254,193,1455,1
2846,9,30,1,2132,220,247,2424,1
2670,15,547,-53,2974,230,208,2658,0
2986,9,170,26,902,235,232,2486,1
3162,17,210,45,660,244,230,1907,0
2563,16,30,6,1380,235,242,6723,1
3142,5,120,7,2818,222,228,1065,1
2919,9,150,0,4082,234,237,4981,1
2988,3,0,0,5340,218,233,4775,0
3016,7,162,9,3048,224,224,1683,0
2938,6,175,9,1931,232,233,1848,1
2657,15,256,74,1168,203,209,1047,1
2627,11,285,-19,335,211,216,1358,1
3126,17,90,31,4731,171,232,1261,0
2838,10,108,1,1800,218,218,1828,1
3096,8,134,8,5162,225,222,876,1
2961,15,258,28,543,204,207,234,1
2853,4,446,-1,2021,221,230,2061,1
3469,34,309,35,2695,155,154,2363,0
3105,4,30,-1,660,224,231,1981,0
3142,22,510,117,2096,229,188,1864,0
3287,18,272,72,1935,223,197,2216,0
2877,7,391,40,3933,232,237,5939,1
2932,20,85,19,2016,200,195,2136,1
2929,12,192,36,4660,239,222,1871,1
2903,14,0,0,3371,243,226,1831,1
2729,15,124,23,2476,244,227,2148,1
1966,20,216,67,228,249,221,849,2
2674,11,459,130,1172,230,216,1332,1
3136,17,162,58,95,237,240,2876,0
3059,30,700,245,1989,142,244,840,1
3286,11,685,210,664,220,216,990,0
2961,24,481,156,481,252,201,1475,0
3342,14,424,103,3240,206,210,2377,6
3028,23,362,129,5328,150,227,722,1
2892,0,417,71,2389,218,237,2605,1
2801,13,234,51,1869,241,223,708,1
2969,16,834,169,2636,207,253,1477,1
2283,6,242,60,691,226,228,503,2
2900,8,212,33,4137,231,226,6307,1
2384,23,90,24,426,245,228,1253,2
3036,16,300,14,1256,212,252,552,1
2671,15,42,-6,1600,179,242,755,1
2785,7,551,-15,808,226,226,2601,1
3117,15,242,58,4463,223,206,2389,1
3194,4,170,3,5640,227,234,3148,1
2834,10,518,74,1966,202,223,984,1
3125,15,309,28,3152,177,241,1655,1
3138,7,85,5,2084,211,226,2844,0
3255,27,60,0,5850,220,170,531,0
3129,9,240,0,6491,236,232,2402,1
3206,12,42,5,1328,195,221,446,0
3287,14,618,55,674,181,242,1371,0
2846,5,95,6,3221,215,230,4793,1
2948,5,42,1,2135,225,240,3133,0
2933,8,495,-11,658,210,224,1797,1
2921,11,726,173,2581,227,215,541,0
3047,7,900,48,5872,231,237,3602,0
